Frame,Time (Seconds),qX,qY,qZ,qW,pX,pY,pZ
287,0.797222,-0.005204,0.150936,-0.003220,-0.988525,-1.322050,0.051621,-0.084252
288,0.800000,-0.005335,0.150999,-0.003023,-0.988515,-1.322074,0.051603,-0.084249
289,0.802778,-0.005699,0.150837,-0.001636,-0.988541,-1.322234,0.051932,-0.084256
290,0.805556,-0.005103,0.151086,-0.003046,-0.988503,-1.322060,0.051556,-0.084266
291,0.808333,-0.005999,0.150969,-0.001538,-0.988519,-1.322259,0.052158,-0.084260
292,0.811111,-0.004975,0.151033,-0.003049,-0.988511,-1.322034,0.051604,-0.084255
293,0.813889,-0.005323,0.150777,-0.000986,-0.988553,-1.322232,0.051988,-0.084269
294,0.816667,-0.006434,0.150598,-0.002104,-0.988572,-1.322276,0.052115,-0.084223
295,0.819444,-0.004111,0.149944,-0.002402,-0.988683,-1.322090,0.051431,-0.084009
296,0.822222,-0.005429,0.150081,-0.002744,-0.988655,-1.322235,0.051854,-0.084095
297,0.825000,-0.005188,0.150073,-0.002699,-0.988658,-1.322176,0.051766,-0.084105
298,0.827778,-0.004370,0.151014,-0.002420,-0.988519,-1.322047,0.051450,-0.084224
299,0.830556,-0.005045,0.150243,-0.002453,-0.988633,-1.322158,0.051787,-0.084099
300,0.833333,-0.004647,0.150971,-0.002450,-0.988524,-1.322067,0.051418,-0.084254
301,0.836111,-0.005201,0.150256,-0.002801,-0.988630,-1.322190,0.051877,-0.084094
302,0.838889,-0.004382,0.150881,-0.002643,-0.988539,-1.322021,0.051508,-0.084256
303,0.841667,-0.005386,0.150111,-0.002869,-0.988650,-1.322194,0.051819,-0.084086
304,0.844444,-0.004915,0.151161,-0.002952,-0.988492,-1.322032,0.051633,-0.084206
305,0.847222,-0.005204,0.150516,-0.002421,-0.988591,-1.322266,0.051848,-0.084167
306,0.850000,-0.004614,0.150578,-0.003244,-0.988582,-1.322067,0.051335,-0.084156
307,0.852778,-0.004762,0.150762,-0.003101,-0.988554,-1.322028,0.051402,-0.084193
308,0.855556,-0.006195,0.150502,-0.002012,-0.988588,-1.322286,0.052209,-0.084235
309,0.858333,-0.005088,0.151030,-0.003099,-0.988511,-1.322039,0.051703,-0.084222
310,0.861111,-0.004831,0.150258,-0.002156,-0.988633,-1.322185,0.051714,-0.084093
311,0.863889,-0.004171,0.151061,-0.002417,-0.988513,-1.322086,0.051258,-0.084222
312,0.866667,-0.006108,0.150497,-0.001625,-0.988590,-1.322263,0.052115,-0.084299
313,0.869444,-0.005658,0.150634,-0.002560,-0.988570,-1.322274,0.051851,-0.084142
314,0.872222,-0.004512,0.150144,-0.001957,-0.988652,-1.322130,0.051621,-0.084104
315,0.875000,-0.005546,0.150127,-0.002795,-0.988647,-1.322222,0.051873,-0.084109
316,0.877778,-0.005103,0.150626,-0.002276,-0.988575,-1.322217,0.051883,-0.084180
317,0.880556,-0.004808,0.150118,-0.002208,-0.988654,-1.322204,0.051664,-0.084107
318,0.883333,-0.004984,0.150925,-0.003115,-0.988528,-1.322078,0.051665,-0.084255
319,0.886111,-0.006217,0.150879,-0.001363,-0.988532,-1.322323,0.052209,-0.084337
320,0.888889,-0.005142,0.150985,-0.003015,-0.988518,-1.322076,0.051679,-0.084250
321,0.891667,-0.004840,0.149595,-0.003208,-0.988730,-1.322162,0.051592,-0.083987
322,0.894444,-0.005354,0.150613,-0.002557,-0.988575,-1.322268,0.051861,-0.084136
323,0.897222,-0.006396,0.150513,-0.002094,-0.988585,-1.322273,0.052102,-0.084195
324,0.900000,-0.005711,0.150221,-0.002883,-0.988632,-1.322194,0.051899,-0.084099
325,0.902778,-0.004990,0.150901,-0.002796,-0.988532,-1.322078,0.051721,-0.084237
326,0.905556,-0.005497,0.150215,-0.002848,-0.988634,-1.322180,0.051806,-0.084112
327,0.908333,-0.004674,0.150507,-0.002961,-0.988593,-1.322078,0.051422,-0.084165
328,0.911111,-0.005323,0.151460,-0.002862,-0.988445,-1.322112,0.051686,-0.084332
329,0.913889,-0.004976,0.150205,-0.002208,-0.988640,-1.322170,0.051693,-0.084119
330,0.916667,-0.004390,0.151105,-0.002620,-0.988504,-1.322029,0.051378,-0.084217
331,0.919444,-0.004909,0.150269,-0.002361,-0.988630,-1.322165,0.051634,-0.084102
332,0.922222,-0.005209,0.150335,-0.002608,-0.988618,-1.322165,0.051842,-0.084111
333,0.925000,-0.005345,0.150182,-0.002799,-0.988640,-1.322165,0.051941,-0.084103
334,0.927778,-0.006252,0.150802,-0.002035,-0.988542,-1.322276,0.052202,-0.084242
335,0.930556,-0.005220,0.151047,-0.003270,-0.988508,-1.322090,0.051492,-0.084211
336,0.933333,-0.004852,0.150292,-0.002453,-0.988627,-1.322188,0.051698,-0.084066
337,0.936111,-0.005117,0.151448,-0.002865,-0.988448,-1.322152,0.051686,-0.084281
338,0.938889,-0.005261,0.150143,-0.002759,-0.988647,-1.322179,0.051864,-0.084073
339,0.941667,-0.004463,0.150039,-0.002108,-0.988668,-1.322142,0.051608,-0.084086
340,0.944444,-0.004316,0.150895,-0.002331,-0.988538,-1.322055,0.051431,-0.084223
341,0.947222,-0.005694,0.150855,-0.001623,-0.988538,-1.322255,0.051926,-0.084248
342,0.950000,-0.005178,0.150215,-0.002337,-0.988637,-1.322150,0.051904,-0.084143
343,0.952778,-0.004782,0.148899,-0.002991,-0.988836,-1.322418,0.051668,-0.084100
344,0.955556,-0.005126,0.151107,-0.002978,-0.988500,-1.322073,0.051652,-0.084227
345,0.958333,-0.005258,0.150726,-0.001211,-0.988561,-1.322232,0.051856,-0.084283
346,0.961111,-0.004983,0.150973,-0.003034,-0.988521,-1.322059,0.051554,-0.084240
347,0.963889,-0.005320,0.150089,-0.002450,-0.988655,-1.322191,0.051797,-0.084114
348,0.966667,-0.006382,0.150520,-0.002107,-0.988584,-1.322323,0.052167,-0.084224
349,0.969444,-0.005202,0.150927,-0.003379,-0.988526,-1.322116,0.051692,-0.084191
350,0.972222,-0.004359,0.149792,-0.003082,-0.988703,-1.322115,0.051377,-0.083937
351,0.975000,-0.005086,0.150774,-0.003063,-0.988551,-1.322116,0.051550,-0.084213
352,0.977778,-0.005103,0.151050,-0.003139,-0.988508,-1.322071,0.051660,-0.084228
353,0.980556,-0.005519,0.150071,-0.002915,-0.988656,-1.322231,0.051854,-0.084071
354,0.983333,-0.004859,0.150917,-0.002984,-0.988530,-1.322080,0.051574,-0.084190
355,0.986111,-0.006114,0.150519,-0.001591,-0.988587,-1.322258,0.052163,-0.084252
356,0.988889,-0.005018,0.150971,-0.003070,-0.988521,-1.322086,0.051508,-0.084222
357,0.991667,-0.006294,0.151104,-0.001965,-0.988496,-1.322345,0.051804,-0.084244
358,0.994444,-0.004529,0.151081,-0.002509,-0.988508,-1.322054,0.051417,-0.084223
359,0.997222,-0.005098,0.150979,-0.003119,-0.988519,-1.322057,0.051578,-0.084225
360,1.000000,-0.005335,0.150158,-0.002809,-0.988644,-1.322224,0.051874,-0.084081
361,1.002778,-0.004740,0.150668,-0.003296,-0.988568,-1.322088,0.051615,-0.084184
362,1.005556,-0.005719,0.151378,-0.001638,-0.988458,-1.322284,0.051598,-0.084222
363,1.008333,-0.005300,0.150526,-0.001078,-0.988591,-1.322248,0.051892,-0.084235
364,1.011111,-0.005098,0.150052,-0.002385,-0.988662,-1.322151,0.051887,-0.084114
365,1.013889,-0.005092,0.151004,-0.002856,-0.988516,-1.322108,0.051608,-0.084228
366,1.016667,-0.004334,0.151078,-0.002492,-0.988509,-1.322038,0.051382,-0.084247
367,1.019444,-0.005251,0.150528,-0.000966,-0.988591,-1.322253,0.051915,-0.084247
368,1.022222,-0.005111,0.149984,-0.002346,-0.988672,-1.322207,0.051916,-0.084114
369,1.025000,-0.005358,0.149925,-0.002606,-0.988680,-1.322208,0.051956,-0.084074
370,1.027778,-0.005097,0.150079,-0.002530,-0.988658,-1.322168,0.051882,-0.084108
371,1.030556,-0.005202,0.150825,-0.003385,-0.988541,-1.322108,0.051683,-0.084170
372,1.033333,-0.005367,0.150294,-0.002912,-0.988623,-1.322191,0.051938,-0.084104
373,1.036111,-0.004979,0.149977,-0.002339,-0.988674,-1.322152,0.051675,-0.084068
374,1.038889,-0.004942,0.150055,-0.003310,-0.988660,-1.322185,0.051658,-0.083991
375,1.041667,-0.004824,0.150849,-0.002981,-0.988541,-1.322100,0.051598,-0.084217
376,1.044444,-0.005220,0.151000,-0.003246,-0.988515,-1.322147,0.051610,-0.084188
377,1.047222,-0.004418,0.150134,-0.001818,-0.988654,-1.322161,0.051674,-0.084137
378,1.050000,-0.005952,0.150565,-0.001587,-0.988581,-1.322236,0.052167,-0.084251
379,1.052778,-0.006578,0.150636,-0.002065,-0.988565,-1.322319,0.052217,-0.084248
380,1.055556,-0.005153,0.151193,-0.003000,-0.988486,-1.322054,0.051659,-0.084253
381,1.058333,-0.005955,0.151170,-0.001470,-0.988489,-1.322260,0.051785,-0.084246
382,1.061111,-0.005003,0.150925,-0.002947,-0.988528,-1.322073,0.051663,-0.084250
383,1.063889,-0.005360,0.150173,-0.002932,-0.988641,-1.322217,0.051888,-0.084092
384,1.066667,-0.004759,0.150198,-0.002174,-0.988642,-1.322206,0.051641,-0.084102
385,1.069444,-0.006016,0.150708,-0.001491,-0.988559,-1.322255,0.052124,-0.084239
386,1.072222,-0.006326,0.150829,-0.001943,-0.988538,-1.322326,0.052152,-0.084257
387,1.075000,-0.005000,0.150848,-0.003060,-0.988540,-1.322093,0.051637,-0.084222
388,1.077778,-0.005459,0.150113,-0.002959,-0.988649,-1.322213,0.051835,-0.084077
389,1.080556,-0.004423,0.151187,-0.002491,-0.988492,-1.322039,0.051393,-0.084219
390,1.083333,-0.005088,0.150900,-0.003111,-0.988531,-1.322062,0.051574,-0.084224
391,1.086111,-0.006478,0.151257,-0.001866,-0.988471,-1.322348,0.052224,-0.084314
392,1.088889,-0.005342,0.151597,-0.002926,-0.988424,-1.322129,0.051649,-0.084322
393,1.091667,-0.005561,0.150450,-0.002905,-0.988598,-1.322184,0.051883,-0.084101
394,1.094444,-0.004962,0.150938,-0.002845,-0.988527,-1.322072,0.051681,-0.084237
395,1.097222,-0.005105,0.150626,-0.003735,-0.988571,-1.322161,0.051435,-0.084137
396,1.100000,-0.005011,0.150784,-0.002996,-0.988550,-1.322106,0.051630,-0.084235
397,1.102778,-0.005330,0.150661,-0.003215,-0.988566,-1.322127,0.051749,-0.084207
398,1.105556,-0.005499,0.150369,-0.002846,-0.988611,-1.322199,0.051897,-0.084123
399,1.108333,-0.005962,0.150667,-0.001665,-0.988565,-1.322234,0.052156,-0.084260
400,1.111111,-0.005311,0.150186,-0.002676,-0.988640,-1.322217,0.051926,-0.084104
401,1.113889,-0.004327,0.150176,-0.001964,-0.988648,-1.322179,0.051647,-0.084100
402,1.116667,-0.004707,0.150465,-0.003282,-0.988599,-1.322048,0.051412,-0.084150
403,1.119444,-0.006286,0.150436,-0.001910,-0.988598,-1.322317,0.052120,-0.084224
404,1.122222,-0.005187,0.150411,-0.002424,-0.988607,-1.322257,0.051800,-0.084176
405,1.125000,-0.005479,0.150122,-0.002763,-0.988648,-1.322193,0.051876,-0.084079
406,1.127778,-0.005188,0.150100,-0.002404,-0.988654,-1.322177,0.051837,-0.084134
407,1.130556,-0.005696,0.150268,-0.003046,-0.988624,-1.322180,0.051831,-0.084120
408,1.133333,-0.005130,0.150966,-0.003111,-0.988521,-1.322098,0.051659,-0.084233
409,1.136111,-0.004490,0.149954,-0.001861,-0.988681,-1.322154,0.051624,-0.084122
410,1.138889,-0.005530,0.150173,-0.002795,-0.988640,-1.322221,0.051816,-0.084038
411,1.141667,-0.004672,0.150305,-0.002002,-0.988627,-1.322150,0.051715,-0.084125
412,1.144444,-0.005349,0.150134,-0.002874,-0.988647,-1.322239,0.051843,-0.084065
413,1.147222,-0.004563,0.151092,-0.002422,-0.988506,-1.322030,0.051483,-0.084237
414,1.150000,-0.005481,0.150058,-0.002977,-0.988658,-1.322185,0.051817,-0.084065
415,1.152778,-0.004118,0.151007,-0.002593,-0.988521,-1.322141,0.051179,-0.084186
416,1.155556,-0.005203,0.150521,-0.002313,-0.988590,-1.322230,0.051807,-0.084166
417,1.158333,-0.005912,0.151292,-0.001607,-0.988470,-1.322295,0.051774,-0.084249
418,1.161111,-0.004505,0.151039,-0.002616,-0.988514,-1.322039,0.051475,-0.084240
419,1.163889,-0.005401,0.150192,-0.002924,-0.988638,-1.322198,0.051828,-0.084059
420,1.166667,-0.004444,0.150901,-0.002352,-0.988536,-1.322066,0.051410,-0.084205
421,1.169444,-0.005221,0.150521,-0.002280,-0.988591,-1.322257,0.051865,-0.084178
422,1.172222,-0.005195,0.150085,-0.003165,-0.988654,-1.322185,0.051720,-0.083996
423,1.175000,-0.005967,0.150723,-0.001693,-0.988557,-1.322260,0.052080,-0.084236
424,1.177778,-0.004299,0.150111,-0.001908,-0.988658,-1.322134,0.051703,-0.084088
425,1.180556,-0.004998,0.150786,-0.002898,-0.988550,-1.322119,0.051665,-0.084235
426,1.183333,-0.005376,0.150205,-0.003049,-0.988636,-1.322221,0.051847,-0.084094
427,1.186111,-0.005021,0.150779,-0.003002,-0.988550,-1.322115,0.051552,-0.084189
428,1.188889,-0.005270,0.150295,-0.002657,-0.988624,-1.322188,0.051806,-0.084144
429,1.191667,-0.005259,0.150051,-0.002436,-0.988661,-1.322184,0.051795,-0.084081
430,1.194444,-0.006151,0.150732,-0.001734,-0.988554,-1.322250,0.052087,-0.084245
431,1.197222,-0.005322,0.150190,-0.002913,-0.988639,-1.322189,0.051932,-0.084079
432,1.200000,-0.006096,0.150692,-0.001668,-0.988561,-1.322272,0.052150,-0.084248
433,1.202778,-0.005259,0.150985,-0.003476,-0.988516,-1.322142,0.051648,-0.084199
434,1.205556,-0.005064,0.150939,-0.003042,-0.988525,-1.322064,0.051635,-0.084224
435,1.208333,-0.005603,0.150247,-0.002867,-0.988629,-1.322203,0.051826,-0.084106
436,1.211111,-0.005103,0.149965,-0.002562,-0.988675,-1.322141,0.051809,-0.084081
437,1.213889,-0.004856,0.150745,-0.003204,-0.988556,-1.322079,0.051495,-0.084169
438,1.216667,-0.004731,0.150272,-0.001955,-0.988631,-1.322134,0.051629,-0.084113
439,1.219444,-0.004681,0.150556,-0.001594,-0.988589,-1.322250,0.051633,-0.084154
440,1.222222,-0.005062,0.149997,-0.002456,-0.988670,-1.322162,0.051858,-0.084100
441,1.225000,-0.005468,0.150164,-0.002751,-0.988642,-1.322232,0.051845,-0.084076
442,1.227778,-0.005473,0.150068,-0.002890,-0.988656,-1.322202,0.051857,-0.084116
443,1.230556,-0.005450,0.150109,-0.002755,-0.988651,-1.322208,0.051875,-0.084063
444,1.233333,-0.004313,0.150630,-0.002454,-0.988578,-1.322120,0.051376,-0.084201
445,1.236111,-0.005304,0.150110,-0.002689,-0.988651,-1.322214,0.051769,-0.084093
446,1.238889,-0.004747,0.150698,-0.003112,-0.988564,-1.322076,0.051386,-0.084135
447,1.241667,-0.004554,0.150224,-0.001891,-0.988640,-1.322186,0.051588,-0.084118
448,1.244444,-0.005573,0.150267,-0.002904,-0.988626,-1.322193,0.051935,-0.084093
449,1.247222,-0.003865,0.150546,-0.002702,-0.988592,-1.322075,0.051236,-0.084133
450,1.250000,-0.006118,0.150772,-0.001609,-0.988548,-1.322254,0.052142,-0.084254
451,1.252778,-0.004993,0.151143,-0.002681,-0.988496,-1.322101,0.051649,-0.084232
452,1.255556,-0.005265,0.150174,-0.002321,-0.988643,-1.322176,0.051854,-0.084173
453,1.258333,-0.004579,0.151053,-0.002619,-0.988512,-1.322054,0.051365,-0.084266
454,1.261111,-0.004355,0.150974,-0.002378,-0.988525,-1.322061,0.051392,-0.084260
455,1.263889,-0.005329,0.151261,-0.003430,-0.988474,-1.322099,0.051598,-0.084222
456,1.266667,-0.005175,0.151085,-0.002941,-0.988503,-1.322098,0.051657,-0.084196
457,1.269444,-0.005134,0.150034,-0.002356,-0.988665,-1.322211,0.051782,-0.084112
458,1.272222,-0.004449,0.151094,-0.002425,-0.988507,-1.322086,0.051373,-0.084228
459,1.275000,-0.004498,0.150891,-0.002606,-0.988537,-1.322053,0.051401,-0.084249
460,1.277778,-0.006253,0.150726,-0.002061,-0.988554,-1.322284,0.052202,-0.084254
461,1.280556,-0.005262,0.150937,-0.002922,-0.988525,-1.322098,0.051569,-0.084269
462,1.283333,-0.005462,0.150324,-0.003037,-0.988617,-1.322220,0.051829,-0.084056
463,1.286111,-0.005128,0.150783,-0.003158,-0.988549,-1.322100,0.051605,-0.084206
464,1.288889,-0.006240,0.150766,-0.001947,-0.988548,-1.322273,0.052127,-0.084237
465,1.291667,-0.004799,0.150577,-0.003137,-0.988582,-1.322103,0.051417,-0.084156
466,1.294444,-0.005260,0.150603,-0.001146,-0.988580,-1.322246,0.051868,-0.084278
467,1.297222,-0.005577,0.150043,-0.002851,-0.988660,-1.322217,0.051861,-0.084070
468,1.300000,-0.005173,0.151052,-0.002885,-0.988508,-1.322100,0.051605,-0.084228
469,1.302778,-0.004738,0.150193,-0.002263,-0.988643,-1.322188,0.051687,-0.084101
470,1.305556,-0.005050,0.150922,-0.003142,-0.988528,-1.322060,0.051584,-0.084235
471,1.308333,-0.005131,0.151084,-0.003019,-0.988503,-1.322062,0.051596,-0.084281
472,1.311111,-0.005115,0.151055,-0.003225,-0.988507,-1.322061,0.051614,-0.084245
473,1.313889,-0.005202,0.150703,-0.003417,-0.988560,-1.322144,0.051561,-0.084155
474,1.316667,-0.005404,0.150303,-0.002887,-0.988621,-1.322183,0.051968,-0.084117
475,1.319444,-0.005192,0.150938,-0.002864,-0.988525,-1.322110,0.051624,-0.084214
476,1.322222,-0.006467,0.150645,-0.002122,-0.988565,-1.322289,0.052189,-0.084274
477,1.325000,-0.005202,0.151121,-0.003084,-0.988497,-1.322048,0.051584,-0.084273
478,1.327778,-0.004830,0.150966,-0.002713,-0.988524,-1.322083,0.051478,-0.084206
479,1.330556,-0.005491,0.150273,-0.002725,-0.988626,-1.322227,0.051894,-0.084130
480,1.333333,-0.004955,0.151030,-0.002882,-0.988513,-1.322105,0.051581,-0.084237
481,1.336111,-0.004747,0.150422,-0.002265,-0.988608,-1.322178,0.051674,-0.084125
482,1.338889,-0.005779,0.152035,-0.002367,-0.988355,-1.322159,0.051468,-0.084373
483,1.341667,-0.004970,0.150804,-0.003010,-0.988547,-1.322106,0.051609,-0.084253
484,1.344444,-0.005191,0.151220,-0.003276,-0.988481,-1.322040,0.051540,-0.084271
485,1.347222,-0.004521,0.150115,-0.001903,-0.988656,-1.322138,0.051581,-0.084132
486,1.350000,-0.006234,0.150482,-0.002150,-0.988591,-1.322304,0.052123,-0.084233
487,1.352778,-0.005172,0.150814,-0.003101,-0.988544,-1.322112,0.051601,-0.084223
488,1.355556,-0.005124,0.150112,-0.002557,-0.988653,-1.322202,0.051840,-0.084112
489,1.358333,-0.004606,0.150138,-0.001952,-0.988652,-1.322116,0.051637,-0.084169
490,1.361111,-0.006342,0.150879,-0.001681,-0.988531,-1.322250,0.052130,-0.084272
491,1.363889,-0.005269,0.151084,-0.002991,-0.988503,-1.322075,0.051575,-0.084247
492,1.366667,-0.004540,0.150073,-0.001845,-0.988663,-1.322172,0.051571,-0.084083
493,1.369444,-0.005189,0.149919,-0.002277,-0.988682,-1.322218,0.051849,-0.084126
494,1.372222,-0.005473,0.150864,-0.003392,-0.988534,-1.322124,0.051660,-0.084186
495,1.375000,-0.005535,0.150281,-0.002841,-0.988624,-1.322203,0.051846,-0.084100
496,1.377778,-0.005142,0.150755,-0.003121,-0.988553,-1.322104,0.051524,-0.084208
497,1.380556,-0.004486,0.150044,-0.001750,-0.988668,-1.322187,0.051664,-0.084117
498,1.383333,-0.006424,0.150730,-0.001972,-0.988552,-1.322288,0.052097,-0.084262
499,1.386111,-0.006172,0.150758,-0.001605,-0.988550,-1.322293,0.052119,-0.084278
500,1.388889,-0.005143,0.150087,-0.002446,-0.988657,-1.322195,0.051856,-0.084132
501,1.391667,-0.004084,0.150613,-0.002899,-0.988580,-1.322062,0.051115,-0.084189
502,1.394444,-0.005415,0.150155,-0.002743,-0.988644,-1.322237,0.051844,-0.084097
503,1.397222,-0.004821,0.150553,-0.003243,-0.988585,-1.322093,0.051434,-0.084149
504,1.400000,-0.005028,0.150802,-0.003026,-0.988547,-1.322153,0.051524,-0.084204
505,1.402778,-0.005530,0.150163,-0.003010,-0.988641,-1.322218,0.051897,-0.084102
506,1.405556,-0.004395,0.150673,-0.003177,-0.988569,-1.322085,0.051201,-0.084125
507,1.408333,-0.005927,0.150556,-0.001658,-0.988582,-1.322268,0.052139,-0.084229
508,1.411111,-0.004632,0.150420,-0.003409,-0.988605,-1.322075,0.051368,-0.084145
509,1.413889,-0.005248,0.150529,-0.002171,-0.988589,-1.322274,0.051884,-0.084155
510,1.416667,-0.005524,0.150197,-0.002908,-0.988636,-1.322222,0.051800,-0.084065
511,1.419444,-0.005013,0.150662,-0.003010,-0.988568,-1.322111,0.051610,-0.084208
512,1.422222,-0.005399,0.149969,-0.002936,-0.988672,-1.322216,0.051796,-0.084074
513,1.425000,-0.004977,0.150796,-0.003163,-0.988547,-1.322084,0.051611,-0.084208
514,1.427778,-0.005357,0.150982,-0.003413,-0.988516,-1.322112,0.051662,-0.084230
515,1.430556,-0.004330,0.150872,-0.002603,-0.988540,-1.322044,0.051446,-0.084246
516,1.433333,-0.006490,0.151710,-0.000735,-0.988403,-1.322402,0.051911,-0.084405
517,1.436111,-0.005430,0.150160,-0.002888,-0.988643,-1.322231,0.051818,-0.084124
518,1.438889,-0.004958,0.150889,-0.003179,-0.988533,-1.322069,0.051570,-0.084231
519,1.441667,-0.006195,0.150839,-0.001783,-0.988537,-1.322261,0.052157,-0.084273
520,1.444444,-0.005004,0.150895,-0.003270,-0.988532,-1.322058,0.051589,-0.084210
521,1.447222,-0.006188,0.150684,-0.001626,-0.988561,-1.322248,0.052082,-0.084253
522,1.450000,-0.005046,0.150080,-0.002204,-0.988659,-1.322199,0.051790,-0.084092
523,1.452778,-0.005134,0.150942,-0.002935,-0.988525,-1.322105,0.051594,-0.084264
524,1.455556,-0.005538,0.150227,-0.002932,-0.988632,-1.322268,0.051853,-0.084074
525,1.458333,-0.005416,0.150898,-0.001284,-0.988534,-1.322218,0.051902,-0.084300
526,1.461111,-0.005792,0.150835,-0.001517,-0.988541,-1.322291,0.051878,-0.084270
527,1.463889,-0.005268,0.150215,-0.002496,-0.988636,-1.322193,0.051833,-0.084135
528,1.466667,-0.005541,0.150033,-0.002978,-0.988661,-1.322224,0.051850,-0.084088
529,1.469444,-0.005479,0.150475,-0.001515,-0.988598,-1.322275,0.051984,-0.084232
530,1.472222,-0.004627,0.151068,-0.002671,-0.988509,-1.322034,0.051405,-0.084262
531,1.475000,-0.006187,0.150572,-0.001931,-0.988578,-1.322282,0.052114,-0.084233
532,1.477778,-0.004344,0.149746,-0.001881,-0.988713,-1.322143,0.051694,-0.084074
533,1.480556,-0.005467,0.150898,-0.003338,-0.988528,-1.322140,0.051581,-0.084213
534,1.483333,-0.004831,0.150470,-0.003044,-0.988598,-1.322073,0.051519,-0.084150
535,1.486111,-0.005120,0.150823,-0.003039,-0.988543,-1.322094,0.051618,-0.084236
536,1.488889,-0.005353,0.150073,-0.002824,-0.988656,-1.322215,0.051876,-0.084094
537,1.491667,-0.005043,0.150865,-0.003136,-0.988537,-1.322070,0.051632,-0.084243
538,1.494444,-0.006162,0.151215,-0.001324,-0.988481,-1.322344,0.052200,-0.084320
539,1.497222,-0.004981,0.150986,-0.003080,-0.988519,-1.322085,0.051584,-0.084233
540,1.500000,-0.005186,0.149975,-0.002285,-0.988674,-1.322190,0.051801,-0.084118
541,1.502778,-0.005226,0.151011,-0.003163,-0.988513,-1.322072,0.051591,-0.084228
542,1.505556,-0.005340,0.150447,-0.002168,-0.988601,-1.322274,0.051783,-0.084173
543,1.508333,-0.005428,0.150061,-0.003004,-0.988657,-1.322222,0.051818,-0.084068
544,1.511111,-0.005222,0.151015,-0.003163,-0.988513,-1.322074,0.051581,-0.084232
545,1.513889,-0.005466,0.149915,-0.002918,-0.988680,-1.322244,0.051861,-0.084111
546,1.516667,-0.004135,0.150664,-0.003005,-0.988572,-1.322047,0.051090,-0.084176
547,1.519444,-0.006299,0.150709,-0.001784,-0.988557,-1.322291,0.052063,-0.084293
548,1.522222,-0.005196,0.150356,-0.002311,-0.988616,-1.322151,0.052005,-0.084118
549,1.525000,-0.004652,0.150207,-0.001739,-0.988642,-1.322118,0.051685,-0.084149
550,1.527778,-0.005397,0.150764,-0.003520,-0.988549,-1.322150,0.051618,-0.084182
551,1.530556,-0.005173,0.150108,-0.002452,-0.988653,-1.322171,0.051895,-0.084128
552,1.533333,-0.005573,0.150331,-0.002720,-0.988616,-1.322250,0.051900,-0.084147
553,1.536111,-0.005118,0.150988,-0.003070,-0.988518,-1.322093,0.051626,-0.084253
554,1.538889,-0.005589,0.150326,-0.002962,-0.988616,-1.322205,0.051835,-0.084123
555,1.541667,-0.006223,0.150825,-0.002081,-0.988539,-1.322315,0.052115,-0.084219
556,1.544444,-0.005137,0.150828,-0.002996,-0.988542,-1.322106,0.051608,-0.084242
557,1.547222,-0.006344,0.150524,-0.002075,-0.988584,-1.322307,0.052109,-0.084270
558,1.550000,-0.004924,0.151028,-0.002836,-0.988513,-1.322087,0.051652,-0.084257
